/home/jegou/SemProj2/venvs/myenv/lib/python3.10/site-packages/gymnasium/wrappers/record_video.py:94: UserWarning: [33mWARN: Overwriting existing videos at /home/jegou/SemProj2/videoRL folder (try specifying a different `video_folder` for the `RecordVideo` wrapper if this is not desired)[0m
  logger.warn(
Moviepy - Building video /home/jegou/SemProj2/videoRL/test-video-episode-0.mp4.
Moviepy - Writing video /home/jegou/SemProj2/videoRL/test-video-episode-0.mp4

t:   0%|          | 0/62 [00:00<?, ?it/s, now=None]t:   3%|▎         | 2/62 [00:00<00:09,  6.37it/s, now=None]t:   5%|▍         | 3/62 [00:00<00:08,  7.36it/s, now=None]t:  52%|█████▏    | 32/62 [00:00<00:00, 93.46it/s, now=None]t:  98%|█████████▊| 61/62 [00:00<00:00, 152.72it/s, now=None]                                                             Moviepy - Done !
Moviepy - video ready /home/jegou/SemProj2/videoRL/test-video-episode-0.mp4
[Episode    0] total reward = 25.831388, length = 60

[    0 /  3001]
----------------------------------
actor loss = 13.733689
critic loss = 1499.776367
entropy = 8.448282
mean return = 0.129157
mean length = 0.30

Saving the model ... Done.

[Episode  485] total reward = 135.622559, length = 259
[Episode  486] total reward = 280.714600, length = 500
[Episode  487] total reward = 26.351093, length = 74
[Episode  488] total reward = 283.536530, length = 500
[Episode  489] total reward = 278.016602, length = 500
[Episode  490] total reward = 219.616211, length = 500
[Episode  491] total reward = 18.605879, length = 47
[Episode  492] total reward = 218.059723, length = 500
[Episode  493] total reward = 15.418533, length = 40
[Episode  494] total reward = 270.629578, length = 500
[Episode  495] total reward = 21.170614, length = 56
[Episode  496] total reward = 27.186462, length = 59
[Episode  497] total reward = 47.027000, length = 125
[Episode  498] total reward = 216.422928, length = 500
[Episode  499] total reward = 246.018692, length = 465
[Episode  500] total reward = 39.947796, length = 100
[Episode  501] total reward = 25.447384, length = 53
[Episode  502] total reward = 31.818457, length = 68
[Episode  503] total reward = 22.315336, length = 52
[Episode  504] total reward = 208.708801, length = 390
[Episode  505] total reward = 29.493629, length = 76
[Episode  506] total reward = 24.977612, length = 56
[Episode  507] total reward = 283.294556, length = 500
[Episode  508] total reward = 36.702908, length = 77
[Episode  509] total reward = 38.723042, length = 80
[Episode  510] total reward = 42.662327, length = 89
[Episode  511] total reward = 16.790192, length = 41
[Episode  512] total reward = 37.253178, length = 82
[Episode  513] total reward = 43.943565, length = 108
[Episode  514] total reward = 222.262909, length = 500
[Episode  515] total reward = 215.004150, length = 500
[Episode  516] total reward = 37.732464, length = 84
[Episode  517] total reward = 31.399572, length = 74
[Episode  518] total reward = 25.023748, length = 71
[Episode  519] total reward = 38.034519, length = 81
[Episode  520] total reward = 220.374435, length = 500
[Episode  521] total reward = 287.568420, length = 500
[Episode  522] total reward = 20.720779, length = 51
[Episode  523] total reward = 220.414307, length = 500
[Episode  524] total reward = 219.064514, length = 500
[Episode  525] total reward = 24.669144, length = 55
[Episode  526] total reward = 31.503620, length = 64
[Episode  527] total reward = 276.700684, length = 500
[Episode  528] total reward = 216.825821, length = 500
[Episode  529] total reward = 219.830963, length = 500
[Episode  530] total reward = 19.268614, length = 44
[Episode  531] total reward = 45.358528, length = 93
[Episode  532] total reward = 18.590302, length = 45
[Episode  533] total reward = 38.489922, length = 81
[Episode  534] total reward = 19.839853, length = 46
[Episode  535] total reward = 25.586304, length = 56
[Episode  536] total reward = 21.997261, length = 53
[Episode  537] total reward = 38.647312, length = 90
[Episode  538] total reward = 25.000099, length = 63
[Episode  539] total reward = 223.028275, length = 500
[Episode  540] total reward = 45.882908, length = 100
[Episode  541] total reward = 219.053467, length = 500
[Episode  542] total reward = 22.742382, length = 58
[Episode  543] total reward = 33.531090, length = 75
[Episode  544] total reward = 218.748886, length = 500
[Episode  545] total reward = 288.867584, length = 500
[Episode  546] total reward = 24.721081, length = 51
[Episode  547] total reward = 222.380341, length = 500
[Episode  548] total reward = 32.615467, length = 70
[Episode  549] total reward = 212.177048, length = 500
[Episode  550] total reward = 24.372036, length = 56
[Episode  551] total reward = 13.497232, length = 36
[Episode  552] total reward = 31.871544, length = 65
[Episode  553] total reward = 35.964417, length = 70
[Episode  554] total reward = 33.858608, length = 70
[Episode  555] total reward = 30.743792, length = 65
[Episode  556] total reward = 44.990799, length = 94
[Episode  557] total reward = 29.237053, length = 70
[Episode  558] total reward = 214.629517, length = 500
[Episode  559] total reward = 220.809235, length = 500
[Episode  560] total reward = 27.577660, length = 62
[Episode  561] total reward = 33.429310, length = 83
[Episode  562] total reward = 39.270016, length = 93
[Episode  563] total reward = 217.445282, length = 500
[Episode  564] total reward = 23.029064, length = 51
[Episode  565] total reward = 38.708878, length = 76
[Episode  566] total reward = 21.599947, length = 48
[Episode  567] total reward = 18.118135, length = 46
[Episode  568] total reward = 24.546247, length = 55
[Episode  569] total reward = 53.265141, length = 106
[Episode  570] total reward = 218.222488, length = 500
[Episode  571] total reward = 24.958221, length = 54
[Episode  572] total reward = 33.373558, length = 77
[Episode  573] total reward = 30.023350, length = 68
[Episode  574] total reward = 34.517231, length = 74
[Episode  575] total reward = 32.734940, length = 71
[Episode  576] total reward = 22.046165, length = 51
[Episode  577] total reward = 30.446083, length = 62
[Episode  578] total reward = 33.519661, length = 86
[Episode  579] total reward = 29.637314, length = 62
[Episode  580] total reward = 220.689896, length = 500
[Episode  581] total reward = 33.166332, length = 69
[Episode  582] total reward = 14.110006, length = 39
[Episode  583] total reward = 26.254913, length = 59
[Episode  584] total reward = 22.190857, length = 59
[Episode  585] total reward = 19.664558, length = 50
[Episode  586] total reward = 221.961441, length = 500
[Episode  587] total reward = 219.502838, length = 500
[Episode  588] total reward = 22.678730, length = 53
[Episode  589] total reward = 19.431997, length = 50
[Episode  590] total reward = 218.215881, length = 500
[Episode  591] total reward = 36.075249, length = 80
[Episode  592] total reward = 53.540356, length = 119
[Episode  593] total reward = 219.784607, length = 500
[Episode  594] total reward = 26.405064, length = 59
[Episode  595] total reward = 218.015167, length = 500
[Episode  596] total reward = 34.552673, length = 79
[Episode  597] total reward = 19.026703, length = 51
[Episode  598] total reward = 216.013062, length = 500
[Episode  599] total reward = 219.102234, length = 500
[Episode  600] total reward = 273.596588, length = 496
[Episode  601] total reward = 27.807726, length = 58
[Episode  602] total reward = 35.125870, length = 85
[Episode  603] total reward = 221.204636, length = 500
[Episode  604] total reward = 24.158377, length = 54
[Episode  605] total reward = 222.875854, length = 500
[Episode  606] total reward = 21.020315, length = 54
[Episode  607] total reward = 222.015427, length = 500
[Episode  608] total reward = 27.834219, length = 57
[Episode  609] total reward = 17.759872, length = 41
[Episode  610] total reward = 26.011030, length = 55
[Episode  611] total reward = 22.728046, length = 53
[Episode  612] total reward = 44.784248, length = 92
[Episode  613] total reward = 40.584972, length = 81
[Episode  614] total reward = 223.343216, length = 500
[Episode  615] total reward = 219.331192, length = 500
[Episode  616] total reward = 33.824837, length = 71
[Episode  617] total reward = 22.617695, length = 53
[Episode  618] total reward = 32.641701, length = 84
[Episode  619] total reward = 36.275314, length = 83
[Episode  620] total reward = 220.794449, length = 500
[Episode  621] total reward = 31.904163, length = 70
[Episode  622] total reward = 14.890001, length = 37
[Episode  623] total reward = 26.883459, length = 62
[Episode  624] total reward = 27.408714, length = 66
[Episode  625] total reward = 218.145233, length = 500
[Episode  626] total reward = 222.653809, length = 500
[Episode  627] total reward = 29.041134, length = 68
[Episode  628] total reward = 197.746124, length = 382
[Episode  629] total reward = 43.750809, length = 93
[Episode  630] total reward = 279.375519, length = 500
[Episode  631] total reward = 221.309235, length = 500
[Episode  632] total reward = 217.002518, length = 500
[Episode  633] total reward = 26.687107, length = 68
[Episode  634] total reward = 24.260294, length = 53
[Episode  635] total reward = 29.015730, length = 64
[Episode  636] total reward = 29.983042, length = 67
[Episode  637] total reward = 20.010654, length = 50
[Episode  638] total reward = 22.700758, length = 51
[Episode  639] total reward = 22.355083, length = 50
[Episode  640] total reward = 29.683661, length = 63
[Episode  641] total reward = 219.424591, length = 500
[Episode  642] total reward = 218.458405, length = 500
[Episode  643] total reward = 30.326092, length = 64
[Episode  644] total reward = 25.359505, length = 55
[Episode  645] total reward = 39.781864, length = 83
[Episode  646] total reward = 39.216442, length = 82
[Episode  647] total reward = 216.684235, length = 500
[Episode  648] total reward = 23.966982, length = 63
[Episode  649] total reward = 216.955566, length = 500
[Episode  650] total reward = 35.949547, length = 81
[Episode  651] total reward = 30.555763, length = 73
[Episode  652] total reward = 17.666588, length = 42
[Episode  653] total reward = 34.444546, length = 75
[Episode  654] total reward = 27.507849, length = 65
[Episode  655] total reward = 35.103554, length = 71
[Episode  656] total reward = 220.805084, length = 500
[Episode  657] total reward = 25.499197, length = 55
[Episode  658] total reward = 29.390503, length = 62
[Episode  659] total reward = 216.831467, length = 500
[Episode  660] total reward = 217.619568, length = 500
[Episode  661] total reward = 218.107269, length = 500
[Episode  662] total reward = 32.547256, length = 68
[Episode  663] total reward = 37.064682, length = 96
[Episode  664] total reward = 214.926147, length = 500
[Episode  665] total reward = 224.983673, length = 500
[Episode  666] total reward = 25.928957, length = 72
[Episode  667] total reward = 20.248447, length = 44
[Episode  668] total reward = 46.392456, length = 95
[Episode  669] total reward = 223.150269, length = 500
[Episode  670] total reward = 220.543579, length = 500
[Episode  671] total reward = 21.667362, length = 56
[Episode  672] total reward = 217.984009, length = 500
[Episode  673] total reward = 15.209505, length = 41
[Episode  674] total reward = 220.010986, length = 500
[Episode  675] total reward = 42.094265, length = 94
[Episode  676] total reward = 25.560291, length = 68
[Episode  677] total reward = 23.373396, length = 55
[Episode  678] total reward = 31.874922, length = 66
[Episode  679] total reward = 25.669800, length = 58
[Episode  680] total reward = 30.664604, length = 65
[Episode  681] total reward = 39.924015, length = 86
[Episode  682] total reward = 288.227783, length = 500
[Episode  683] total reward = 30.757292, length = 65
[Episode  684] total reward = 219.573273, length = 500
[Episode  685] total reward = 182.512924, length = 332
[Episode  686] total reward = 29.636997, length = 67
[Episode  687] total reward = 36.923965, length = 76
[Episode  688] total reward = 25.751667, length = 59
[Episode  689] total reward = 32.903645, length = 70
[Episode  690] total reward = 218.789978, length = 500
[Episode  691] total reward = 23.879087, length = 51
[Episode  692] total reward = 94.501053, length = 190
[Episode  693] total reward = 25.763142, length = 58
[Episode  694] total reward = 221.024963, length = 500
[Episode  695] total reward = 38.377556, length = 79
[Episode  696] total reward = 30.008974, length = 71
[Episode  697] total reward = 25.532297, length = 61
[Episode  698] total reward = 28.525967, length = 75
[Episode  699] total reward = 23.509460, length = 60
[Episode  700] total reward = 29.244398, length = 68
[Episode  701] total reward = 31.929485, length = 68
[Episode  702] total reward = 30.513186, length = 66
[Episode  703] total reward = 25.228249, length = 58
[Episode  704] total reward = 25.368933, length = 62
[Episode  705] total reward = 17.789062, length = 53
[Episode  706] total reward = 34.959373, length = 88
[Episode  707] total reward = 26.849848, length = 57
[Episode  708] total reward = 217.412369, length = 500
[Episode  709] total reward = 33.608681, length = 75
[Episode  710] total reward = 39.826508, length = 112
[Episode  711] total reward = 30.282732, length = 66
[Episode  712] total reward = 87.771637, length = 185
[Episode  713] total reward = 22.506176, length = 54
[Episode  714] total reward = 30.366722, length = 61
[Episode  715] total reward = 217.489304, length = 500
[Episode  716] total reward = 222.215881, length = 500
[Episode  717] total reward = 220.369720, length = 500
[Episode  718] total reward = 28.091812, length = 61
[Episode  719] total reward = 24.290098, length = 56
[Episode  720] total reward = 41.616779, length = 110
[Episode  721] total reward = 25.377106, length = 67
[Episode  722] total reward = 18.450607, length = 47
[Episode  723] total reward = 33.470585, length = 76
[Episode  724] total reward = 36.943233, length = 77
[Episode  725] total reward = 26.676174, length = 58
[Episode  726] total reward = 28.092169, length = 60
[Episode  727] total reward = 46.226437, length = 120
[Episode  728] total reward = 48.427868, length = 105
[Episode  729] total reward = 18.040993, length = 43
[Episode  730] total reward = 22.835758, length = 51
[Episode  731] total reward = 26.873905, length = 58
[Episode  732] total reward = 16.309496, length = 40
[Episode  733] total reward = 40.067905, length = 80
[Episode  734] total reward = 41.526886, length = 83
[Episode  735] total reward = 23.555307, length = 53
[Episode  736] total reward = 23.840412, length = 57
[Episode  737] total reward = 38.797550, length = 79
[Episode  738] total reward = 22.555397, length = 50
[Episode  739] total reward = 50.804634, length = 112
[Episode  740] total reward = 27.681618, length = 62
[Episode  741] total reward = 34.521244, length = 73
[Episode  742] total reward = 16.879213, length = 44
[Episode  743] total reward = 39.431297, length = 84
[Episode  744] total reward = 23.573063, length = 54
[Episode  745] total reward = 218.800690, length = 500
[Episode  746] total reward = 19.208485, length = 51
[Episode  747] total reward = 40.578690, length = 88
[Episode  748] total reward = 30.136684, length = 68
[Episode  749] total reward = 29.402443, length = 63
[Episode  750] total reward = 35.123104, length = 81
[Episode  751] total reward = 60.412975, length = 157
[Episode  752] total reward = 38.383141, length = 84
[Episode  753] total reward = 29.455288, length = 85
[Episode  754] total reward = 31.585733, length = 84
[Episode  755] total reward = 43.403957, length = 109
[Episode  756] total reward = 222.061295, length = 500
[Episode  757] total reward = 29.112509, length = 62
[Episode  758] total reward = 35.388531, length = 77
[Episode  759] total reward = 23.207718, length = 52
[Episode  760] total reward = 222.882812, length = 500
[Episode  761] total reward = 222.901718, length = 500
[Episode  762] total reward = 31.289171, length = 68
[Episode  763] total reward = 27.659025, length = 75
[Episode  764] total reward = 55.008396, length = 147
[Episode  765] total reward = 31.231308, length = 68
[Episode  766] total reward = 24.132841, length = 51
[Episode  767] total reward = 22.124458, length = 49
[Episode  768] total reward = 25.907286, length = 57
[Episode  769] total reward = 17.152941, length = 43
[Episode  770] total reward = 31.054686, length = 76
[Episode  771] total reward = 19.579395, length = 46
[Episode  772] total reward = 218.854904, length = 500
[Episode  773] total reward = 24.263983, length = 55
[Episode  774] total reward = 70.593597, length = 131
[Episode  775] total reward = 37.342690, length = 77
[Episode  776] total reward = 37.812302, length = 81
[Episode  777] total reward = 23.752430, length = 54
[Episode  778] total reward = 20.255419, length = 46
[Episode  779] total reward = 25.812981, length = 57
[Episode  780] total reward = 25.490395, length = 57
[Episode  781] total reward = 25.195950, length = 56
[Episode  782] total reward = 35.393143, length = 93
[Episode  783] total reward = 30.209517, length = 67
[Episode  784] total reward = 35.820938, length = 76
[Episode  785] total reward = 50.556278, length = 110
[Episode  786] total reward = 31.176573, length = 86
[Episode  787] total reward = 44.357876, length = 100
[Episode  788] total reward = 23.500185, length = 69
[Episode  789] total reward = 217.471375, length = 500
[Episode  790] total reward = 24.545380, length = 56
[Episode  791] total reward = 23.676109, length = 56
[Episode  792] total reward = 25.547043, length = 56
[Episode  793] total reward = 27.254486, length = 61
[Episode  794] total reward = 215.513000, length = 500
[Episode  795] total reward = 31.432777, length = 67
[Episode  796] total reward = 20.128700, length = 52
[Episode  797] total reward = 31.122173, length = 71
[Episode  798] total reward = 23.309456, length = 53
[Episode  799] total reward = 27.578590, length = 61
[Episode  800] total reward = 23.337637, length = 62
[Episode  801] total reward = 52.665096, length = 109
[Episode  802] total reward = 20.432072, length = 47
[Episode  803] total reward = 226.208130, length = 500
[Episode  804] total reward = 32.232723, length = 70
[Episode  805] total reward = 23.597141, length = 52
[Episode  806] total reward = 29.998146, length = 67
[Episode  807] total reward = 23.782351, length = 56
[Episode  808] total reward = 21.333704, length = 52
[Episode  809] total reward = 219.430573, length = 500
[Episode  810] total reward = 18.700510, length = 43
[Episode  811] total reward = 15.881728, length = 41
[Episode  812] total reward = 24.961153, length = 59
[Episode  813] total reward = 219.939667, length = 500
[Episode  814] total reward = 20.306528, length = 47
[Episode  815] total reward = 43.039738, length = 91
[Episode  816] total reward = 219.688797, length = 500
[Episode  817] total reward = 18.860489, length = 47
[Episode  818] total reward = 19.599979, length = 45
[Episode  819] total reward = 36.486214, length = 86
[Episode  820] total reward = 21.261345, length = 50
[Episode  821] total reward = 24.294910, length = 52
[Episode  822] total reward = 24.189896, length = 55
[Episode  823] total reward = 217.111542, length = 500
[Episode  824] total reward = 221.714844, length = 500
[Episode  825] total reward = 24.788235, length = 59
[Episode  826] total reward = 28.775631, length = 64
[Episode  827] total reward = 23.062725, length = 58
[Episode  828] total reward = 49.065430, length = 108
[Episode  829] total reward = 34.362118, length = 98
[Episode  830] total reward = 24.844763, length = 56
[Episode  831] total reward = 29.412064, length = 70
[Episode  832] total reward = 24.796036, length = 64
[Episode  833] total reward = 35.801495, length = 82
[Episode  834] total reward = 28.718737, length = 62
[Episode  835] total reward = 24.523329, length = 56
[Episode  836] total reward = 218.087982, length = 500
[Episode  837] total reward = 27.521727, length = 60
[Episode  838] total reward = 27.680719, length = 63
[Episode  839] total reward = 28.288790, length = 62
[Episode  840] total reward = 38.729599, length = 82
[Episode  841] total reward = 39.538971, length = 94
[Episode  842] total reward = 221.100830, length = 500
[Episode  843] total reward = 27.310877, length = 58
[Episode  844] total reward = 39.970673, length = 84
[Episode  845] total reward = 25.078392, length = 54
[Episode  846] total reward = 27.956741, length = 62
[Episode  847] total reward = 224.117767, length = 500
[Episode  848] total reward = 25.608976, length = 56
[Episode  849] total reward = 33.568470, length = 73
[Episode  850] total reward = 224.515259, length = 500
[Episode  851] total reward = 27.677517, length = 61
[Episode  852] total reward = 33.730972, length = 72
[Episode  853] total reward = 37.619022, length = 82
[Episode  854] total reward = 21.092600, length = 48
[Episode  855] total reward = 25.654276, length = 57
[Episode  856] total reward = 24.047644, length = 58
[Episode  857] total reward = 28.583578, length = 62
[Episode  858] total reward = 33.095116, length = 70
[Episode  859] total reward = 21.773142, length = 50
[Episode  860] total reward = 36.261639, length = 75
[Episode  861] total reward = 17.996368, length = 42
[Episode  862] total reward = 27.126053, length = 61
[Episode  863] total reward = 24.371235, length = 54
[Episode  864] total reward = 216.195190, length = 500
[Episode  865] total reward = 24.559750, length = 69
[Episode  866] total reward = 222.495667, length = 500
[Episode  867] total reward = 39.763065, length = 103
[Episode  868] total reward = 36.566895, length = 82
[Episode  869] total reward = 32.048775, length = 66
[Episode  870] total reward = 18.531893, length = 47
[Episode  871] total reward = 222.337402, length = 500
[Episode  872] total reward = 218.226257, length = 500
[Episode  873] total reward = 222.197083, length = 500
[Episode  874] total reward = 22.242678, length = 62
[Episode  875] total reward = 24.110121, length = 57
[Episode  876] total reward = 220.068268, length = 500
[Episode  877] total reward = 218.262848, length = 500
[Episode  878] total reward = 25.214561, length = 56
[Episode  879] total reward = 220.782944, length = 500
[Episode  880] total reward = 220.374268, length = 500
[Episode  881] total reward = 223.471649, length = 500
[Episode  882] total reward = 16.461550, length = 41
[Episode  883] total reward = 31.322960, length = 72
[Episode  884] total reward = 26.922005, length = 59
[Episode  885] total reward = 26.581160, length = 61
[Episode  886] total reward = 23.820911, length = 53
[Episode  887] total reward = 21.873791, length = 50
[Episode  888] total reward = 16.466629, length = 44
[Episode  889] total reward = 34.301701, length = 73
[Episode  890] total reward = 24.401531, length = 53
[Episode  891] total reward = 21.659937, length = 48
[Episode  892] total reward = 27.338697, length = 69
[Episode  893] total reward = 19.950485, length = 47
[Episode  894] total reward = 21.525286, length = 49
[Episode  895] total reward = 34.398903, length = 76
[Episode  896] total reward = 23.059851, length = 52
[Episode  897] total reward = 221.261139, length = 500
[Episode  898] total reward = 25.276497, length = 55
[Episode  899] total reward = 32.786167, length = 71
[Episode  900] total reward = 218.932098, length = 500
[Episode  901] total reward = 33.650822, length = 72
[Episode  902] total reward = 23.171448, length = 54
[Episode  903] total reward = 217.961761, length = 500
[Episode  904] total reward = 20.322495, length = 49
[Episode  905] total reward = 220.791016, length = 500
[Episode  906] total reward = 53.884880, length = 134
[Episode  907] total reward = 25.148008, length = 57
[Episode  908] total reward = 56.597618, length = 136
[Episode  909] total reward = 36.562824, length = 89
[Episode  910] total reward = 27.516186, length = 68
[Episode  911] total reward = 223.072906, length = 500
[Episode  912] total reward = 29.849197, length = 76
[Episode  913] total reward = 222.292068, length = 500
[Episode  914] total reward = 38.952717, length = 88
[Episode  915] total reward = 218.838699, length = 500
[Episode  916] total reward = 43.167965, length = 115
[Episode  917] total reward = 225.119110, length = 500
[Episode  918] total reward = 223.676758, length = 500
[Episode  919] total reward = 35.536652, length = 107
[Episode  920] total reward = 32.968166, length = 75
[Episode  921] total reward = 18.900196, length = 47
[Episode  922] total reward = 32.010433, length = 67
[Episode  923] total reward = 35.442764, length = 77
[Episode  924] total reward = 20.232750, length = 50
[Episode  925] total reward = 221.906891, length = 500
[Episode  926] total reward = 29.674589, length = 65
[Episode  927] total reward = 20.828041, length = 47
[Episode  928] total reward = 24.228321, length = 49
[Episode  929] total reward = 28.039928, length = 63
[Episode  930] total reward = 20.311159, length = 46
[Episode  931] total reward = 29.134321, length = 63
[Episode  932] total reward = 18.644966, length = 44
[Episode  933] total reward = 220.468369, length = 500
[Episode  934] total reward = 218.517944, length = 500
[Episode  935] total reward = 17.982388, length = 44
[Episode  936] total reward = 24.318546, length = 55
[Episode  937] total reward = 13.622340, length = 37
[Episode  938] total reward = 17.692205, length = 40
[Episode  939] total reward = 19.573441, length = 45
[Episode  940] total reward = 33.506184, length = 85
[Episode  941] total reward = 28.626711, length = 63
[Episode  942] total reward = 39.531612, length = 85
[Episode  943] total reward = 220.502686, length = 500
[Episode  944] total reward = 16.660227, length = 41
[Episode  945] total reward = 18.912703, length = 46
[Episode  946] total reward = 29.101295, length = 64
[Episode  947] total reward = 24.095068, length = 61
[Episode  948] total reward = 42.562626, length = 86
[Episode  949] total reward = 31.829792, length = 70
[Episode  950] total reward = 31.875790, length = 76
[Episode  951] total reward = 31.476822, length = 73
[Episode  952] total reward = 46.425117, length = 104
[Episode  953] total reward = 47.647926, length = 101
[Episode  954] total reward = 221.678650, length = 500
[Episode  955] total reward = 221.381012, length = 500
[Episode  956] total reward = 42.582893, length = 106
[Episode  957] total reward = 28.310514, length = 65
[Episode  958] total reward = 25.559818, length = 56
[Episode  959] total reward = 24.054016, length = 58
[Episode  960] total reward = 26.148468, length = 74
[Episode  961] total reward = 24.867624, length = 69
[Episode  962] total reward = 30.577488, length = 68
[Episode  963] total reward = 224.651489, length = 500
[Episode  964] total reward = 20.760246, length = 46
[Episode  965] total reward = 25.032736, length = 55
[Episode  966] total reward = 23.311775, length = 53
[Episode  967] total reward = 25.382395, length = 55
[Episode  968] total reward = 23.147167, length = 53
[Episode  969] total reward = 24.909460, length = 55
[Episode  970] total reward = 22.977037, length = 54
[Episode  971] total reward = 20.866085, length = 49
[Episode  972] total reward = 22.807783, length = 50
[Episode  973] total reward = 25.792196, length = 55
[Episode  974] total reward = 222.611893, length = 500
[Episode  975] total reward = 226.943573, length = 500
[Episode  976] total reward = 219.386108, length = 500
[Episode  977] total reward = 26.931707, length = 61
[Episode  978] total reward = 47.761887, length = 133
[Episode  979] total reward = 223.574829, length = 500
[Episode  980] total reward = 23.752529, length = 54
[Episode  981] total reward = 37.528641, length = 87
[Episode  982] total reward = 32.396194, length = 69
[Episode  983] total reward = 22.032207, length = 50
[Episode  984] total reward = 20.472237, length = 49
[Episode  985] total reward = 20.773026, length = 47
[Episode  986] total reward = 44.873680, length = 95
[Episode  987] total reward = 21.563282, length = 55
[Episode  988] total reward = 32.379364, length = 68
[Episode  989] total reward = 32.383713, length = 86
[Episode  990] total reward = 223.349243, length = 500
[Episode  991] total reward = 49.044456, length = 100
[Episode  992] total reward = 31.030796, length = 70
[Episode  993] total reward = 224.916534, length = 500
[Episode  994] total reward = 52.723946, length = 112
[Episode  995] total reward = 224.108398, length = 500
[Episode  996] total reward = 222.123352, length = 500
[Episode  997] total reward = 19.449183, length = 53
[Episode  998] total reward = 28.281261, length = 64
[Episode  999] total reward = 32.587902, length = 66
Moviepy - Building video /home/jegou/SemProj2/videoRL/test-video-episode-1000.mp4.
Moviepy - Writing video /home/jegou/SemProj2/videoRL/test-video-episode-1000.mp4

t:   0%|          | 0/501 [00:00<?, ?it/s, now=None]t:   6%|▌         | 30/501 [00:00<00:01, 294.13it/s, now=None]t:  12%|█▏        | 60/501 [00:00<00:01, 293.13it/s, now=None]t:  18%|█▊        | 90/501 [00:00<00:01, 294.27it/s, now=None]t:  24%|██▍       | 120/501 [00:00<00:01, 294.54it/s, now=None]t:  30%|██▉       | 150/501 [00:00<00:01, 295.79it/s, now=None]t:  36%|███▌      | 180/501 [00:00<00:01, 295.90it/s, now=None]t:  42%|████▏     | 210/501 [00:00<00:00, 296.09it/s, now=None]t:  48%|████▊     | 240/501 [00:00<00:00, 296.79it/s, now=None]t:  54%|█████▍    | 270/501 [00:00<00:00, 297.05it/s, now=None]t:  60%|█████▉    | 300/501 [00:01<00:00, 297.26it/s, now=None]t:  66%|██████▌   | 330/501 [00:01<00:00, 297.17it/s, now=None]t:  72%|███████▏  | 360/501 [00:01<00:00, 297.08it/s, now=None]t:  78%|███████▊  | 390/501 [00:01<00:00, 297.29it/s, now=None]t:  84%|████████▍ | 420/501 [00:01<00:00, 297.36it/s, now=None]t:  90%|████████▉ | 450/501 [00:01<00:00, 297.35it/s, now=None]t:  96%|█████████▌| 480/501 [00:01<00:00, 297.20it/s, now=None]                                                               Moviepy - Done !
Moviepy - video ready /home/jegou/SemProj2/videoRL/test-video-episode-1000.mp4
[Episode 1000] total reward = 224.117340, length = 500

[ 1000 /  3001]
----------------------------------
actor loss = -7.569164
critic loss = 328.307281
entropy = 8.600788
mean return = 438.029570
mean length = 928.15

Saving the model ... Done.

[Episode 1001] total reward = 224.184677, length = 500
[Episode 1002] total reward = 28.602041, length = 77
[Episode 1003] total reward = 20.454006, length = 52
[Episode 1004] total reward = 220.694061, length = 500
[Episode 1005] total reward = 223.948669, length = 500
[Episode 1006] total reward = 46.988697, length = 110
[Episode 1007] total reward = 226.014801, length = 500
[Episode 1008] total reward = 223.548737, length = 500
[Episode 1009] total reward = 44.582390, length = 100
[Episode 1010] total reward = 19.353968, length = 46
[Episode 1011] total reward = 39.244419, length = 97
[Episode 1012] total reward = 225.725937, length = 500
[Episode 1013] total reward = 22.577082, length = 52
[Episode 1014] total reward = 224.330292, length = 500
[Episode 1015] total reward = 24.440325, length = 54
[Episode 1016] total reward = 218.529968, length = 500
[Episode 1017] total reward = 221.345825, length = 500
[Episode 1018] total reward = 17.848139, length = 42
[Episode 1019] total reward = 21.675085, length = 50
[Episode 1020] total reward = 221.316330, length = 500
[Episode 1021] total reward = 225.566956, length = 500
[Episode 1022] total reward = 221.846802, length = 500
[Episode 1023] total reward = 16.367935, length = 40
[Episode 1024] total reward = 32.092186, length = 73
[Episode 1025] total reward = 228.057068, length = 500
[Episode 1026] total reward = 16.372345, length = 42
[Episode 1027] total reward = 22.289165, length = 50
[Episode 1028] total reward = 221.181732, length = 500
[Episode 1029] total reward = 28.789597, length = 63
[Episode 1030] total reward = 32.544304, length = 74
[Episode 1031] total reward = 225.361755, length = 500
[Episode 1032] total reward = 219.796356, length = 500
[Episode 1033] total reward = 26.886276, length = 66
[Episode 1034] total reward = 27.389343, length = 67
[Episode 1035] total reward = 225.694260, length = 500
[Episode 1036] total reward = 223.573456, length = 500
[Episode 1037] total reward = 26.639036, length = 62
[Episode 1038] total reward = 220.940491, length = 500
[Episode 1039] total reward = 31.344215, length = 81
[Episode 1040] total reward = 29.890718, length = 68
[Episode 1041] total reward = 221.136902, length = 500
[Episode 1042] total reward = 226.143127, length = 500
[Episode 1043] total reward = 222.680298, length = 500
[Episode 1044] total reward = 23.602835, length = 52
[Episode 1045] total reward = 223.799530, length = 500
[Episode 1046] total reward = 45.094231, length = 112
[Episode 1047] total reward = 19.503603, length = 54
[Episode 1048] total reward = 22.750414, length = 56
[Episode 1049] total reward = 221.100449, length = 500
[Episode 1050] total reward = 28.463186, length = 60
[Episode 1051] total reward = 217.047577, length = 500
[Episode 1052] total reward = 218.809952, length = 500
[Episode 1053] total reward = 224.387527, length = 500
