id,type,group_name,target
100790,IN16B018,,"['LegNpT2_R', 'OvR']"
100820,IN21A010,,['LegNpT3_L']
100826,Tr extensor MN,,"['LegNpT3_L', 'MetaLNL']"
100855,IN08A006,2_GABA_sets(12),['LegNpT2_R']
100904,IN13A020,13A_GABA_sets(32),['LegNpT2_R']
100994,IN16B041,2_GLU_sets(12),['LegNpT3_L']
101043,Acc. ti flexor MN,,['LegNpT1_L']
101119,IN16B018,,"['IntTct', 'LegNpT2_R', 'OvR']"
101200,IN16B018,,"['LegNpT2_R', 'OvR']"
101764,IN03A007,,['LegNpT2_R']
101794,IN19A011,19A_GABA_sets(12),['LegNpT1_L']
102019,Acc. tr flexor MN,,"['LegNpT2_R', 'MesoLNR']"
102601,IN01A038,,"['ADMNR', 'LegNpT2_L']"
102694,IN19A022,4_GABA_sets(30),['LegNpT1_R']
102786,Sternal posterior rotator MN,,"['LegNpT2_R', 'MesoLNR']"
104697,Sternal posterior rotator MN,,"['LegNpT2_R', 'MesoLNR']"
152620,Sternotrochanter MN,,['LegNpT3_R']
152621,Sternotrochanter MN,,"['LegNpT3_R', 'MetaLNR']"
152642,Sternotrochanter MN,,"['LegNpT3_L', 'MetaLNL']"
152696,INXXX466,4_ACH_sets_2(24),['LegNpT3_R']
152743,IN16B018,,['LegNpT1_L']
152785,IN16B018,,"['IntTct', 'LegNpT2_R', 'OvR']"
153142,Tr flexor MN,,"['LegNpT1_L', 'VProNL']"
153315,Tr flexor MN,,['LegNpT2_L']
153335,Ti flexor MN,,['LegNpT2_L']
153806,IN16B020,,['LegNpT1_L']
154133,Sternal posterior rotator MN,,['LegNpT3_R']
154269,IN03A007,,['LegNpT1_L']
154383,IN20A.22A001,2_ACH_sets(18),['LegNpT2_L']
154691,IN19B012,,['LegNpT1_R']
154769,Sternal posterior rotator MN,,"['LegNpT2_L', 'MesoLNL']"
154800,IN19A022,4_GABA_sets(30),['LegNpT1_L']
155216,Acc. tr flexor MN,,['LegNpT2_L']
155218,Tr flexor MN,,['LegNpT2_L']
155633,Tergotr. MN,,"['CV', 'DProNL', 'LegNpT1_L', 'VProNL']"
156180,Acc. tr flexor MN,,['LegNpT2_L']
156233,Tr flexor MN,,['LegNpT2_L']
156857,Fe reductor MN,,"['LegNpT1_L', 'ProLNL']"
157077,IN19A029,,['LegNpT1_L']
157207,Tr flexor MN,,"['LegNpT2_R', 'MesoLNR']"
157432,Sternotrochanter MN,,['LegNpT3_L']
157503,Sternotrochanter MN,,"['LegNpT3_L', 'MetaLNL']"
157964,IN03A007,,['LegNpT2_L']
158326,IN19A029,,['LegNpT1_R']
158681,Fe reductor MN,,['LegNpT2_L']
158694,Tr flexor MN,,"['ADMNL', 'LegNpT1_L']"
158769,Tr flexor MN,,['LegNpT2_R']
159502,IN20A.22A001,2_ACH_sets(18),['LegNpT1_R']
159762,Tergotr. MN,,['LegNpT3_L']
159822,Tr flexor MN,,['LegNpT1_R']
162543,INXXX464,4_ACH_sets_2(24),['LegNpT1_L']
162622,IN03A007,,['LegNpT2_L']
162833,Tr extensor MN,,"['LegNpT2_R', 'MesoLNR']"
162868,Acc. ti flexor MN,,['LegNpT2_R']
162912,Tr extensor MN,,['LegNpT3_L']
162913,Tr flexor MN,,['LegNpT3_L']
163596,IN19A029,,['LegNpT3_L']
163686,Tr flexor MN,,"['DProNL', 'LegNpT1_L', 'VProNL']"
163719,Sternal posterior rotator MN,,"['LegNpT1_L', 'ProANL']"
164107,IN03A007,,['LegNpT2_R']
164741,Sternal anterior rotator MN,,['LegNpT3_L']
165009,IN20A.22A001,2_ACH_sets(18),['LegNpT1_R']
165340,Tr extensor MN,,"['ANm', 'LegNpT3_R', 'MetaLNR']"
166171,Tr flexor MN,,['LegNpT3_L']
166309,Tergotr. MN,,"['DProNL', 'LegNpT1_L', 'VProNL']"
166337,Pleural remotor/abductor MN,,"['LegNpT2_R', 'MesoLNR']"
166374,Acc. ti flexor MN,,['LegNpT1_L']
166392,Sternotrochanter MN,,"['LegNpT2_L', 'MesoLNL']"
166397,Acc. ti flexor MN,,['LegNpT2_R']
167361,IN13B018,2_unk_sets(12),['LegNpT3_L']
167438,Ti flexor MN,,['LegNpT2_R']
167442,Tr flexor MN,,"['LegNpT2_L', 'MesoLNL']"
170932,IN13A009,2_unk_sets(12),['LegNpT3_L']
171403,IN19A022,4_GABA_sets(30),['LegNpT2_L']
171438,IN03A007,,['LegNpT2_L']
171761,IN21A008,2_GLU_sets(12),['LegNpT1_L']
171948,Tr flexor MN,,"['LegNpT2_R', 'MesoLNR']"
172106,IN19A029,,['LegNpT1_R']
172107,IN19A011,19A_GABA_sets(12),['LegNpT1_R']
172408,Sternal posterior rotator MN,,['LegNpT2_L']
173560,Tr extensor MN,,['LegNpT1_L']
174652,IN03A007,,['LegNpT2_R']
174828,IN19A008,2_GABA_sets_2(12),['LegNpT3_L']
175327,Tergotr. MN,,"['LegNpT2_R', 'MesoLNR']"
176866,Acc. ti flexor MN,,['LegNpT3_L']
192299,Ti flexor MN,,['LegNpT2_R']
218885,Tr flexor MN,,['LegNpT2_R']
219796,Sternal anterior rotator MN,,"['LegNpT2_R', 'MesoLNR']"
219853,Pleural remotor/abductor MN,,"['LegNpT2_L', 'MesoLNL']"
219894,Fe reductor MN,,['LegNpT1_L']
226276,Fe reductor MN,,['LegNpT1_L']
11162403133,Sternal posterior rotator MN,,['LegNpT3_L']
